frame,x,y,width,height,confidence
101,365.83241271972656,539.6667785644531,189.24758911132812,514.0222778320312,0.8859164118766785
102,366.1683044433594,542.1627044677734,188.75408935546875,513.6721496582031,0.8927018642425537
103,365.8114471435547,541.5070343017578,188.24502563476562,514.4197692871094,0.8953433632850647
104,365.77911376953125,541.9091033935547,188.06683349609375,512.1706848144531,0.8991578817367554
105,366.3843231201172,541.9520874023438,188.67831420898438,512.761474609375,0.8948110938072205
106,365.8881530761719,540.7593231201172,189.839111328125,513.6802062988281,0.8986995220184326
107,365.5218505859375,540.454345703125,193.2095947265625,514.277587890625,0.8946104049682617
108,365.5368194580078,539.8265228271484,188.88931274414062,512.0577697753906,0.8939194679260254
109,365.9287567138672,541.7550659179688,188.32461547851562,507.181884765625,0.8937196135520935
110,366.3582305908203,541.0248107910156,187.99630737304688,507.41912841796875,0.893580436706543
111,366.3979797363281,540.4391174316406,188.35906982421875,510.60650634765625,0.8941673040390015
112,366.2813262939453,541.2010192871094,188.74234008789062,509.64178466796875,0.8989453315734863
113,366.22862243652344,540.4979553222656,189.01931762695312,510.21002197265625,0.898385763168335
114,366.40557861328125,539.6865539550781,189.5716552734375,510.00665283203125,0.8975576758384705
115,366.3555450439453,539.2102508544922,188.56771850585938,511.8585510253906,0.9002741575241089
116,365.8650360107422,539.4965362548828,188.90225219726562,510.1352233886719,0.9009928107261658
117,365.4923858642578,539.3880920410156,187.65298461914062,509.41229248046875,0.9022966027259827
118,364.984130859375,539.7397308349609,186.51849365234375,509.8912658691406,0.9020789265632629
119,365.3176727294922,539.8335571289062,186.62515258789062,508.5892333984375,0.8936237692832947
120,364.4688262939453,539.7656860351562,185.59170532226562,508.3560791015625,0.9088142514228821
121,364.91944885253906,541.0539245605469,186.40164184570312,507.77825927734375,0.907953143119812
122,367.45372009277344,539.8277893066406,181.06838989257812,510.68548583984375,0.9026859402656555
123,366.19358825683594,541.5033416748047,183.08914184570312,509.1195373535156,0.8934693932533264
124,368.4645080566406,542.02294921875,182.36248779296875,507.7816162109375,0.8825206756591797
125,372.28395080566406,542.9206085205078,170.80502319335938,506.2066345214844,0.885650634765625
126,377.88511657714844,543.5911712646484,156.87551879882812,505.4446105957031,0.8992844223976135
127,384.0961608886719,543.59521484375,151.1314697265625,504.2294921875,0.905945897102356
128,392.22666931152344,543.5957794189453,143.82302856445312,503.5020446777344,0.8993165493011475
129,401.5865173339844,543.2008972167969,136.47198486328125,501.55303955078125,0.903103232383728
130,410.26319885253906,543.9200897216797,128.21658325195312,506.8055725097656,0.9104694128036499
131,413.78794860839844,543.3075408935547,128.08236694335938,507.6289367675781,0.9254490733146667
132,414.29884338378906,544.9624481201172,127.40231323242188,511.3873596191406,0.9239597320556641
133,414.91246032714844,542.1276397705078,126.17507934570312,501.4319763183594,0.9179422855377197
134,415.3920440673828,540.3577575683594,125.21591186523438,502.16790771484375,0.9062332510948181
135,415.57508850097656,540.0701141357422,124.84982299804688,500.8635559082031,0.9004791378974915
136,415.8391571044922,540.9200592041016,124.26773071289062,502.1059265136719,0.8861868381500244
137,416.0732116699219,536.8366546630859,123.85357666015625,496.0300598144531,0.8880935311317444
138,416.1869201660156,536.4439697265625,123.62615966796875,496.1016845703125,0.8897430896759033
139,420.36932373046875,534.2504272460938,114.1806640625,493.3189697265625,0.8982198238372803
140,421.9216613769531,535.3707275390625,111.3564453125,494.070556640625,0.907099723815918
141,422.7785186767578,534.3720855712891,108.88015747070312,495.5092468261719,0.904714822769165
142,424.6715393066406,535.0294342041016,106.65692138671875,492.7995300292969,0.8976554274559021
143,425.24000549316406,535.4657745361328,105.51998901367188,497.1600036621094,0.8945475220680237
144,424.8366394042969,533.8395233154297,106.32672119140625,496.8800354003906,0.876164436340332
145,426.1009063720703,533.7421875,103.79818725585938,499.1112060546875,0.8786770701408386
146,428.23460388183594,533.5090484619141,99.53079223632812,498.0215759277344,0.8753113746643066
147,432.0889434814453,519.5242309570312,91.82211303710938,471.77587890625,0.6745863556861877
148,430.3499450683594,531.6275482177734,94.998046875,498.6075744628906,0.7944958209991455
149,438.93994140625,429.8089599609375,78.1201171875,293.291015625,0.45943087339401245
150,441.53419494628906,406.42230224609375,72.93161010742188,246.9749755859375,0.31335723400115967
151,435.6283264160156,528.0142669677734,84.74334716796875,496.1202697753906,0.7502861022949219
152,433.7823791503906,528.1526794433594,88.43524169921875,496.79119873046875,0.7725486159324646
153,427.73451232910156,529.6699066162109,100.53097534179688,502.0133361816406,0.8549801111221313
154,427.9918670654297,529.1995391845703,100.01626586914062,503.8918151855469,0.8518204092979431
155,428.48486328125,529.6723937988281,99.0302734375,505.02105712890625,0.8357600569725037
156,428.63226318359375,526.7001342773438,98.7354736328125,499.944091796875,0.8016282916069031
157,426.63426208496094,524.5020446777344,102.73147583007812,493.26239013671875,0.3663782775402069
158,432.3105163574219,523.6970062255859,91.37896728515625,491.3263244628906,0.6467966437339783
159,450.4198913574219,351.2158660888672,55.16021728515625,144.88192749023438,0.30937856435775757
160,452.4361114501953,371.0942840576172,50.974273681640625,193.61441040039062,0.30011337995529175
161,,,,,0.0
162,453.2976379394531,339.6328430175781,49.157958984375,123.67315673828125,0.25286784768104553
163,453.5218200683594,353.0115966796875,48.95635986328125,151.73931884765625,0.27806082367897034
164,,,,,0.0
165,453.6055145263672,408.23095703125,48.788970947265625,263.63330078125,0.40882590413093567
166,453.2668762207031,408.5759582519531,49.46624755859375,265.93243408203125,0.37003785371780396
167,452.98931884765625,403.53797912597656,50.0213623046875,255.79135131835938,0.3681713938713074
168,453.30104064941406,403.45355224609375,49.397918701171875,256.057861328125,0.4223612844944
